sleep_hours,stress_level,exercise_minutes,screen_time,social_interaction,mood_score,water_intake,risk_level
8.521555097527196,10,28.66247505697475,5.8843449833882175,8,6,9,1
4.238688653002532,8,15.928122944830887,9.288193555704922,8,7,8,2
5.080634549896448,6,81.73032443887885,3.3044260495749818,8,6,4,1
6.062772133456482,8,1.4903400684205959,7.356039830933985,6,3,9,2
7.039136575316251,7,7.08215960770602,7.336426508872275,9,5,6,0
7.776488530703684,5,25.033623226303995,8.30407739662746,3,8,3,1
5.911384280269802,9,28.67845082290449,6.124102697645989,6,6,6,1
7.280150146715617,4,1.2108351015665275,7.78304243681166,5,2,8,1
5.866925601470016,6,15.477092664434286,5.501721507520877,8,7,5,0
6.082723295512078,2,31.42223393974438,4.397217459474822,4,8,4,0
4.890008354727667,2,35.926856587729134,4.105593977680991,4,4,6,1
5.615150130833643,2,30.494928386848883,3.1171956252491535,10,1,4,1
4.9724730915755,10,11.594732854111186,5.117282416970296,10,2,4,2
5.536190120534001,7,2.9455934477739265,6.622976754114127,5,4,5,1
8.580462694911759,2,16.71197469284437,5.58373580783149,6,7,4,0
5.5759016667520855,2,4.134942300772363,6.39593219994711,4,2,6,1
10.948573097256087,9,88.47900864291856,8.469758034772674,2,6,3,1
7.739976851321334,7,19.340475853636132,4.965026903348608,2,2,6,1
7.2772541855423105,3,11.449198682328598,10.680592996090613,3,7,4,1
5.7124633297281795,3,43.61203373600299,7.510485997981145,2,2,5,1
8.050464819113486,7,20.671582779565504,5.60614855484953,1,3,6,1
6.136543260643339,5,11.133389783087674,5.560795811548853,8,9,6,0
7.183014721968042,10,50.134252435296645,3.9837400864463004,5,4,3,1
10.840126807403191,6,60.556523943267415,5.948566070225795,10,5,3,0
6.855910150413025,8,33.534602452697754,1.6768077335229261,1,9,5,1
8.723909989428513,9,1.443091314562469,8.511532350537117,9,7,7,1
5.945235362311169,1,25.063649558318346,1.0,8,8,5,1
6.947517264254557,3,43.228208013532075,6.083501946735697,4,3,8,1
9.656200953453265,7,4.402946088839609,3.7120219973532564,8,4,9,0
6.059549413318349,6,7.789198667074939,4.597642696152714,10,7,6,0
9.718672836995394,7,64.23825861813155,4.855696134154911,7,4,2,0
8.061627903183213,8,0.6098076301273366,9.851252254923889,7,2,2,2
6.156299836158599,6,41.917885408016964,3.7934985890593205,1,10,1,1
7.948611608583281,3,19.260694688255214,7.828519089588246,6,6,4,0
8.458831674440095,2,17.759560589421238,8.320803658534683,4,9,3,0
7.932714943325795,7,0.21365497944722123,1.3231435995138048,10,2,4,1
4.644662920164315,1,51.34382528203019,4.769294466477132,10,1,6,1
5.9092942362626975,3,13.380406418781826,8.9689181856514,10,8,11,1
6.628722046672743,4,23.345837761461734,3.370453098561093,2,1,4,1
6.88834985634993,1,33.93102920340273,8.396552073289271,10,1,7,1
7.9310081463260165,5,36.383300997845424,5.964266837197829,7,3,7,0
7.2665515013998805,10,93.69337617700414,5.8778053408646365,9,5,4,1
4.996983461934848,3,22.736328610524676,6.138983225439267,5,9,12,0
7.570296776508945,2,15.310749537832592,6.685143663062913,8,10,7,0
7.915878617925735,3,92.18074940737203,4.088723630611514,5,2,7,0
7.83968567189656,8,30.82590777191843,5.4791609336949225,7,1,4,2
8.621171088331932,6,10.621082418805763,6.741196827960422,7,1,2,1
8.250883231823355,7,4.056186530391256,6.353771678860016,9,8,11,0
7.688770118842655,6,55.46027764953717,6.698451125088933,3,10,4,0
6.894751432812029,6,13.491050401022564,4.562625911702233,1,10,4,1
4.508558599726013,3,32.40576449981666,7.264598419566601,2,10,7,1
7.644427328698879,8,19.092596219735746,6.252951350976749,6,2,5,1
7.311531530744666,7,6.654200102462371,2.8385998966521546,10,9,8,0
7.4073682557930605,7,27.615485040605783,4.937256966066043,10,9,5,0
5.084877136269536,6,1.878070108995631,4.208990959382789,9,2,3,2
5.378415189387606,5,15.999421090130324,4.183243814058627,3,3,6,2
8.579729279999356,10,23.730404752392015,5.047039739097138,10,2,6,1
6.940667269215018,8,17.183529551908773,7.226943873383558,2,6,7,1
8.022251046058937,5,41.429913519802255,4.746415500879884,1,7,10,0
7.042477564195692,9,52.79473759624467,6.450115770515878,2,6,11,1
7.044634209243617,9,44.25285893502814,6.12232513570183,3,3,3,2
8.407425708963997,1,1.187587370292868,4.441895191386619,7,3,8,1
6.225932907673939,6,6.474939421817184,5.310369738665409,2,2,7,1
7.144181165411475,7,23.075426154829888,7.729698446597828,5,2,7,0
6.306587066942436,3,81.9190173244721,6.299612613882171,2,5,9,0
6.348255658851526,7,54.04643610025299,7.09765572280211,7,8,8,0
6.536241814797041,7,55.456468361065866,8.544993087815559,10,6,5,0
7.333200657450569,2,10.838058379198687,6.869874108356154,8,9,7,1
6.281877067504784,7,16.834523559872547,2.1586222662293553,8,5,4,0
8.883634188360281,1,19.08633409117198,6.541195432231308,8,10,8,0
5.658089046670744,5,5.13687615141979,4.763777136652852,10,4,12,1
6.719692533757962,9,0.9468293823907288,9.620605220008324,9,9,3,2
6.340403412588738,7,88.06898868003888,6.798538815228351,1,10,5,0
9.1704668265306,7,8.261246947519595,4.805123405054907,1,5,9,0
7.294832164767362,2,8.231088480574071,7.133023858882379,10,1,11,1
8.547766809202953,8,2.6118376521650224,6.181581805934214,2,5,11,1
4.771659440444542,3,79.14498761862069,2.5640853725603856,6,5,9,0
7.4005753988038885,8,26.00624540096647,7.726121562505428,1,5,5,1
8.334446193435156,3,32.99170431556572,5.188920171865844,5,2,6,1
7.123425983913136,10,72.76865661635912,8.841236585548016,5,6,3,1
8.598220562598026,7,12.722019438479288,5.75113843171238,4,5,10,0
6.224067324849441,2,29.14675567127874,8.878586967670937,5,2,6,1
9.11402116027837,4,1.187166235150318,6.849796299811631,1,10,4,1
10.448347185428876,6,6.202332464864017,7.948246738591861,6,8,7,0
6.455742159340511,9,53.379362724366125,5.016361019034339,7,6,6,0
6.331746217898842,5,43.67169421438371,6.7060123610929905,8,10,6,0
9.180076715676552,9,12.953164839663833,2.5475304319758667,2,3,3,2
9.36935821859607,5,14.187145143719537,5.745926194249915,7,9,2,0
6.2157099592700975,10,22.878418515158312,3.0309369161378856,6,4,6,1
6.369719774356215,8,0.007231011942919013,3.7140457182938014,9,3,8,1
6.577323086709239,1,8.282264153310589,4.218391468510751,8,7,5,0
4.9833242334485846,7,7.004598529371947,7.320841871882623,4,8,9,1
5.622022080273703,4,8.649786265883623,5.705279730487424,9,7,10,1
5.493788849871898,5,49.1823566968852,6.062854018707692,1,1,8,2
5.848303652343807,6,9.841535775489767,5.650824551544484,6,1,9,2
6.947972668919828,5,6.378029180073921,8.161440997773973,8,5,7,1
7.351322098804781,1,21.051319929965054,6.0080839156463215,4,8,10,0
9.325750739221116,9,60.21809997323984,6.4976741575027575,2,10,4,1
5.5024689388918135,2,8.286430518900692,4.859493614343821,2,3,7,2
8.476483597714875,9,2.453754985810826,8.298818587332494,10,8,8,1
6.6790167336617365,10,13.220556667956835,8.448778573605807,1,3,4,2
6.925804435521351,2,41.30836489551424,5.926222093862192,5,4,2,0
8.012229238249905,9,24.001302558065465,4.831409940639038,6,10,5,0
5.315916967656552,6,50.914219053518075,2.7680473325658883,4,7,10,1
7.573614619276076,9,96.2619344038082,4.262807138728584,4,3,11,1
7.249678312319584,6,47.20221799565314,1.6658198769484853,5,4,6,0
7.738676896012223,6,27.77531747043389,4.178714959824011,5,8,6,0
7.433752965861727,2,20.397547384538694,6.713940194790535,9,4,4,0
10.682950209866341,8,1.2268188616790165,5.8992000988019555,8,9,6,1
6.043390023623026,3,124.66486415696491,10.646533968909456,9,4,11,0
6.203504567497274,7,14.50999009590893,5.257886570399229,3,4,10,1
6.065289210362853,5,4.954313987836613,5.101736518091115,3,5,5,1
6.166784321259618,3,32.96216588602968,8.125539199057599,1,1,6,1
6.0439193090402235,1,10.03433494510731,2.146127423508891,10,7,3,0
8.783524796661327,8,26.440616131980153,3.036465554841025,6,9,6,1
9.130756371984782,3,26.512376321614365,7.327682722510932,4,9,6,0
6.143880559375786,2,17.703090696449692,5.609151594061259,8,1,5,1
5.751466640343657,1,54.25837135077544,5.655007931205088,2,6,5,1
7.707123334579606,4,9.235198996894365,4.125697684331355,2,3,5,1
6.171665433578543,8,17.860616675155647,6.479540347165286,7,4,5,0
7.949397726633266,3,23.145726645218375,4.383953490707137,5,8,8,0
7.304384531276949,1,32.68583519436555,6.145486657394465,1,4,6,0
4.7263838275041525,4,45.970396741671884,3.683032876293529,7,8,2,1
9.321257801995092,9,15.06624992932544,5.635206025234886,7,4,4,1
9.693816509643282,1,31.15772955252799,10.049737880991694,10,9,2,0
6.080816964273421,2,4.897138687544133,5.150128420524952,6,6,8,0
6.418447660096024,9,80.9347252121752,5.736483623616442,4,1,8,1
7.428798086087357,2,14.489447095913926,5.594954005061835,8,10,5,0
7.501685184980538,3,39.226871334886056,6.349062816688969,2,2,1,1
7.987816409009246,7,0.6165243190609706,6.936303959368507,2,7,5,1
10.015306808149525,3,6.8894577575689855,6.514475501353044,2,10,3,1
6.734579158758926,9,20.02921055616514,6.558631683545009,3,7,4,1
5.802554133192319,6,63.174173582210884,5.638333231202296,6,3,6,1
4.9310211579782095,3,22.47598395316822,6.200579445014077,1,1,6,1
5.9036049400871216,9,79.72234480793071,5.5720891416249,2,8,2,2
6.950309540689305,1,19.837649390145593,2.375282587145761,10,10,6,0
9.691836795276682,10,20.226765691167135,11.261230019703744,2,10,10,1
6.223583051445743,3,3.826370176766776,7.456345499094434,1,7,10,1
7.335681927458348,1,48.68424352094446,4.041361589430898,3,10,7,0
6.975365655890872,2,8.509323577753854,6.4601208087668,10,8,4,0
8.782589910172126,8,68.96152426802838,3.307718554839589,7,1,5,1
10.790398638810434,7,72.51437413903034,5.01159690167459,1,3,4,1
6.203696840619519,2,86.10478272254943,3.0360229177484084,7,2,11,1
6.265840836222667,2,22.03348428113035,5.897630308719144,5,1,5,1
8.566241315603609,9,33.911800598642444,2.837289547739886,9,5,5,0
8.022837234439468,6,45.22213156043042,6.77684578862573,2,3,6,1
9.770060988604051,5,4.212869287224811,7.364442161825659,1,10,4,1
7.875892277988946,10,27.560597614152307,4.3460388008327495,9,8,3,0
6.461061863819411,6,1.046996363185438,6.321788408398124,8,6,6,0
7.885982246038464,9,20.64873470784896,4.24007129595518,10,10,8,0
8.663055370874362,7,5.046974800683749,7.023461928539815,6,9,6,0
8.230723271796046,10,6.060655521118967,4.62276390287508,5,9,5,1
7.760911046660946,10,13.626155732175848,7.5779402500938415,8,6,4,1
8.600012034383731,9,16.992114489397167,2.3768163593300216,8,2,7,1
8.75394338566851,4,29.279026669701206,3.9900481698002257,5,9,6,0
9.07323848655629,2,2.320314188848893,3.782367357426909,7,2,5,1
7.973064831384464,8,21.016742884760813,6.406707516809996,1,3,10,1
6.749322879524718,4,6.049723573682597,7.110179398883174,4,6,6,0
7.220070529649984,9,25.59772979511863,6.561274733565374,2,2,6,1
8.809763449762535,4,30.434031021373663,4.982046943218593,10,5,5,0
5.774596493519146,8,24.40588255385007,1.0,3,2,5,2
7.553009963309352,9,40.2161794311247,6.077404589515126,1,4,5,1
6.409991781508959,9,12.266544450228475,7.5760981686341395,2,3,4,2
7.043117234402226,10,43.45870347464172,11.36101774326649,1,5,5,1
8.917677793910947,4,17.00955806902959,5.151209558578677,8,6,9,0
7.286648602029855,1,19.860183969819552,4.669368978131826,4,7,6,0
7.069654822234223,3,31.332428392366076,6.640509562576308,3,10,4,1
4.960215788530121,9,0.5558697118594199,5.487683113557107,1,8,8,2
8.119380349040831,4,31.83899408898979,8.550746814526416,2,9,3,1
7.968226271711613,5,28.916029459207646,4.383622683503724,3,4,5,0
10.24488208495819,7,11.12526408033118,5.502304562017941,3,4,6,0
6.538332647570499,5,2.690989848803223,7.752426148544693,6,7,7,0
7.328725491495908,4,2.8601752538709144,6.616728625263772,10,10,11,0
7.374075525566133,2,77.00579676537689,8.322415343516056,8,10,3,1
9.366179919645212,2,35.065827280836416,5.126867897140668,6,9,6,0
6.857056701419572,4,4.078118147949712,8.526569004737409,2,2,7,2
7.418532288655509,10,13.235403526491606,2.672319253446089,2,6,5,1
7.911844764574809,10,26.930178432455648,2.7523893770551955,7,10,7,0
7.279913684734537,9,54.15842103045318,8.558079832918509,1,10,5,1
6.330349578174207,8,1.3392825520601834,6.014699150929499,1,8,8,1
7.291134989347461,3,8.100496184847835,7.841631731759991,7,5,4,0
8.610447624789657,9,66.14986819135711,6.198941916218301,9,5,7,0
5.460227050883409,5,0.2762343682195466,5.9859181829386,5,8,7,1
7.199454511220314,3,6.746818826397823,3.3439582817515503,1,1,4,1
5.94981877759124,5,95.84319132214874,5.946320863365696,5,6,5,0
8.792569943387264,10,28.51108465593566,8.723214472633503,1,10,6,1
4.715219642824338,4,9.100987525207934,6.113340588143344,10,9,3,2
6.161617229092617,8,2.080215991579163,7.364156391480454,9,6,6,1
7.565817812596781,5,0.8578903863484318,7.308747918787236,4,7,13,0
9.34828604385151,10,8.4209983156992,3.974583966676737,9,4,0,1
6.901374608390518,8,63.98167978949935,7.714260663505437,2,10,3,1
6.167200709960202,9,16.131193645580453,5.372542553880304,7,1,6,1
9.821735604160885,4,38.22470967928094,5.480695183410611,2,9,3,1
4.8279791493756345,7,75.13554385214807,10.195390378010654,4,6,4,1
3.701791065069877,2,15.729509812079092,7.194606733663038,6,3,9,1
7.6600216750799985,6,6.368978321152694,4.722995951445583,2,4,9,0
6.246918663471083,8,21.839484552213328,6.129076126019445,2,10,6,1
5.46815077430393,7,71.60630273590033,6.073239852716446,2,6,8,1
8.06253467094903,7,48.94658168606844,9.372186308677989,3,6,4,1
7.365701070656798,8,2.0429003037836297,6.078921160928209,5,9,3,1
6.1538820538949075,7,35.385509039538796,10.415997306661936,9,4,4,0
5.079543401993659,5,25.451780356585513,3.406534605159921,6,5,6,0
8.308685992420218,7,71.40445860389445,5.9352944926586115,9,5,9,0
7.975301766937991,10,3.9197143946332513,4.47428911560689,10,3,4,2
6.851236204330926,3,22.909414320204135,5.01034278916075,5,2,2,1
9.7699554940715,5,63.47387929665405,5.053756990781289,6,8,6,0
5.394872850510771,7,15.830191782195993,4.577386640002246,10,10,3,1
4.711712243612892,9,19.7331067633282,9.460343609971243,8,9,10,1
5.962137895178134,2,2.191985036771824,8.845120657685028,3,10,6,1
6.931620975466753,4,9.777873236168059,6.805289022928244,2,9,10,1
7.3650091739840375,7,11.769358948789112,5.051296210221258,3,5,9,1
6.638145913215505,1,87.07952749641045,4.633533914444624,9,9,5,0
7.528083094771445,2,9.966468409985831,7.4836174829555375,6,4,5,0
5.122690863714334,9,18.533886117004485,6.60030190247235,10,2,6,2
9.165646906109888,10,33.37869768474488,5.71034809280083,4,3,7,1
6.876773232411146,7,5.308680718022492,7.0823860146008615,10,1,4,1
8.675943747382192,10,19.991791784819206,7.782141081820984,3,5,13,1
7.5140880195665565,7,40.24410891482834,5.691919939946056,2,1,4,1
7.685129828730676,6,60.489543570749845,4.425348174623842,4,1,8,1
7.8546509203483055,3,29.52578909206342,3.357768666345976,9,7,8,0
7.671562840025972,10,33.17395783113085,6.501263348682927,4,2,11,1
7.964084139801316,3,4.049978858327814,10.334491946265988,5,8,8,0
8.993728795198647,2,87.43922503157158,3.7786734600975125,8,6,5,0
7.294781754552205,6,4.266754881605031,8.198938162068114,2,4,5,1
8.063505636382768,4,44.70606959173066,4.648887681306421,3,9,9,0
6.86539645856916,5,9.229047259417984,5.051936928173827,6,10,6,0
9.16017582317421,3,81.35864910957501,7.829846960235662,7,8,9,0
5.985411546911095,6,38.1846355200142,5.489483686675607,4,10,2,1
9.701410649366224,3,42.050002959424624,6.496519592980959,1,3,3,1
6.939763074033485,8,7.417676933235474,6.458189512424729,7,3,3,2
4.853837346822928,9,17.557854389050497,4.652104676473185,9,4,7,1
7.192156622366184,4,28.85537311520423,7.790195111840397,1,9,12,0
5.978422513787679,9,44.08683819561955,5.876835625534419,1,9,3,1
8.260965323483086,7,3.2930858295453476,3.2229795021655168,1,5,6,1
6.021064031046413,3,98.3948765714327,4.215031961734792,10,9,9,0
6.33072485017783,7,66.27849072137676,1.0,7,6,10,0
4.165688903581703,1,9.45565140348294,6.103984064349289,9,8,8,1
6.321540521126385,3,51.907557115696505,8.608132926697674,3,8,9,0
3.364181010056565,6,21.914502910590443,3.9057003444400853,8,10,8,1
4.624145764771415,4,18.58611251393791,7.17107651667699,9,7,14,0
8.140621984216446,7,11.325319766056758,6.861134768123817,3,4,10,0
8.178700237976248,3,26.09428168891923,4.496244948824985,3,4,3,1
7.6381863426774474,1,39.26768187347611,9.07306831263634,1,6,10,0
5.549535785306181,9,15.876455650272156,5.454679119550167,2,9,6,1
6.92843296578703,6,29.764326231288727,10.020536759673107,7,7,7,0
6.994596191364147,8,36.05055480493966,2.728642061999556,3,5,7,1
5.262452966211185,3,37.25250575683643,5.461728896817514,7,5,5,0
9.255097452650727,8,1.6009504770462437,5.699495951966687,5,8,9,1
8.316043435863508,2,58.92939266887354,5.9187739573586375,10,6,7,0
6.668553739255504,4,18.388702716279084,7.432661968576562,8,1,5,1
7.040328758491796,3,9.131262291327465,12.7962546353258,5,1,7,1
7.312574211921329,10,8.302837963242885,6.910132307069515,3,9,4,1
3.937397697363564,1,19.792191072503915,6.048480485250954,9,8,8,1
6.629233926219104,7,65.36633307752989,3.807600952864956,7,6,5,0
5.977023628003302,10,14.261224662952197,2.2197870546924925,5,1,6,2
5.497569985157627,2,41.55593848598932,8.340521662736176,7,2,5,2
6.578349560671068,4,3.0549601449889177,4.90643168816858,10,10,7,0
9.696529790274283,9,19.391154321845764,11.208316706491232,9,3,4,2
7.961264291900514,6,143.694939737963,7.736423236771111,5,10,4,0
6.143231515325805,8,44.14743823201515,6.6831189468959264,7,3,11,1
7.858874172034238,2,7.091745902783811,6.78825779178422,9,2,4,1
9.099033154879002,7,20.881028749590477,6.807953530110931,1,2,4,1
8.386950524369153,6,7.982500934925822,4.61086610927246,4,6,7,0
7.089445554880261,9,15.806664833242657,2.4969945923592984,1,7,5,1
6.029594833441639,7,45.435291949504006,4.898629746968321,8,4,3,0
8.047334970420385,1,44.25046451386844,5.9632875516125265,3,1,6,1
7.590228078132625,8,7.7670228180217995,4.704365397543821,2,6,5,1
8.342789830041598,10,76.61740835810136,3.427832900080103,4,7,4,1
7.9527577025229546,3,26.936450399070107,4.50357937007505,3,4,7,0
8.574329072979003,2,14.337410911391835,8.071464933945883,5,6,8,1
6.1971471826591475,3,20.910775633845198,7.496391568788295,8,9,5,0
8.976091098451489,6,27.87149756408858,6.342819591807011,10,4,3,0
7.296399407038599,3,24.621953752609944,7.174195852600592,8,10,4,0
10.112891308937899,10,19.98960993141958,3.7361330648113342,7,4,9,1
5.966218272865648,5,21.091853289366238,4.409150416490387,8,10,9,0
9.603945704747874,6,5.822542960678582,6.622030148756383,5,5,2,1
7.296866175193972,8,50.25658085936639,3.990982338134353,10,3,9,2
6.022872994578328,7,23.410887385363715,6.2167964961764195,10,10,3,0
6.274171248918518,8,4.215121759072007,3.4749508118944523,6,2,6,1
6.519479037708519,3,43.59317290147351,2.700774141132773,8,9,8,0
7.636248919602875,4,80.84394226069529,7.472157512089755,1,1,7,1
7.784253232053249,6,88.29812241952055,8.054091704355521,6,5,4,0
6.139449994092131,7,13.81432556741169,4.738358012185117,6,5,9,0
6.963468111608526,9,4.368704770145284,2.959074835058227,5,8,7,1
10.213405537917795,1,21.919218291727717,1.5832556219741951,4,6,7,0
9.591314755151068,8,3.5840952159006245,9.68400029906886,1,6,3,2
7.654485504511048,8,81.53729779578975,6.222781707009919,10,6,5,0
7.057005217252301,6,6.084776823412053,4.784013405663505,8,4,6,0
7.1800469900773916,4,8.741301074033185,5.272176872345042,6,1,4,1
7.9202769590956255,3,15.658443848081342,2.17333549970214,3,3,1,1
5.4658111522023916,3,14.494585568843647,7.239796947532463,3,10,5,1
6.613935193864982,6,47.493066693196404,10.00021538377067,6,6,9,0
4.497123889183616,8,18.281657775006703,4.434485982241246,7,5,3,2
7.598834683907919,7,5.617668638968158,10.76691407329373,8,10,4,1
7.970793909554112,1,9.32687908136658,5.767190201077798,5,1,2,1
6.275220306550939,6,21.346263147526173,9.33350625708734,10,5,6,0
9.360980144935048,7,4.785840464409217,6.61444208859138,6,2,5,1
5.161351505496488,7,28.37588696980486,6.612262378009991,1,1,8,2
4.80343767968527,9,25.023860140490825,9.687851485030572,6,4,11,1
7.336677727839958,10,37.62666419718766,7.565407877203701,9,6,5,1
8.570647453918232,5,83.27603817206816,6.7496961566656415,10,7,8,0
9.525891537186803,1,72.99946189043496,2.1173263238562896,4,9,5,0
6.31167360569659,2,87.60517645231928,2.98558286828753,10,5,6,0
8.618021250146944,4,8.419827239404482,6.917109948037842,1,8,7,1
6.9422372957489396,5,4.231886726312083,8.935566610742484,9,8,4,1
6.74105905008877,9,10.797980215917622,6.256902134492586,4,9,5,1
8.325489906230008,1,67.63819281610114,4.817390722242108,2,3,7,1
7.978484317620129,3,107.3238720839152,2.321659221656786,1,3,4,1
4.635411764523626,5,58.839079975297274,4.432829885032435,3,9,4,1
9.214810524588843,3,3.4966118350034443,6.261962258394072,7,7,9,0
9.070137031221178,4,88.36714750370007,4.287086695508478,10,4,4,0
6.061655947735706,3,16.516011092126778,4.071107459205068,2,1,8,1
7.593705300156113,4,0.2806170726584488,5.897765473046722,9,7,3,0
7.7410452794241085,1,17.52306582764523,8.89682334024478,2,10,6,1
7.391010648735861,8,1.41492345190102,7.369438775776835,5,6,7,1
6.174542269231869,4,23.549843656366523,6.571743570740232,8,3,7,1
5.992564948092923,7,12.399809186781756,6.376972761520842,10,5,8,1
6.961668893512832,2,19.241411163796805,7.102353404714279,8,3,5,0
8.759093528889046,2,28.493126745335033,5.77973684843462,3,8,5,0
7.8154002318916485,6,60.931222643310015,5.1778367646430326,2,5,6,0
6.444078501870841,2,32.53254696053373,7.476387918516543,9,10,6,0
8.157548065972517,6,17.07742633721788,5.549209435675354,3,10,3,0
3.0,2,51.34874635235316,3.622805195064731,8,6,10,1
8.723148550558156,4,70.8007500932114,8.886600020259577,2,2,7,1
4.39042933183285,7,3.8268192985695153,2.2601454099038345,3,8,4,1
6.456338587895302,8,22.77431348882494,9.036645649134627,1,9,11,1
5.320495158060784,3,10.043711860466223,7.012910493015525,6,3,3,2
5.0579777864186415,9,1.4461378026074256,4.061698534521347,7,6,6,2
8.741240181067779,2,33.128050180508566,6.048509107773983,4,6,7,0
6.298448198032163,8,59.58307782270872,5.142273198605465,1,2,2,2
7.519755822596074,8,5.3344473708278155,7.615451456710096,3,10,3,1
6.929619131681224,4,50.205481406800594,7.575862504992106,9,8,10,0
7.715561240834682,1,57.600551616110636,6.9227270421601865,5,5,7,0
7.115232836590383,1,73.72123423570376,7.492766161967129,6,8,5,0
5.075511663717146,2,9.248181939609811,5.770335149827558,4,8,7,1
8.49440022917071,9,70.28754908151204,9.523350190387957,1,3,7,2
6.259365125258031,2,11.599127862000117,8.447213766915253,5,5,10,1
4.665127152010373,2,24.11150476984679,5.045988563357287,5,7,6,0
6.357827258551131,6,1.554828508076302,7.6217234320664495,5,5,8,0
9.251139685951467,7,1.3461896734298777,7.447164571820114,6,6,10,0
8.275332613170239,7,38.228984025982086,5.4804766894246475,2,2,3,1
6.477021798388211,9,17.635518819230818,5.323486711505846,1,8,9,1
6.476113443522356,6,8.883218970953813,8.429016023555608,2,5,9,1
6.5175474231739265,8,6.336949517373739,5.970612493948881,10,6,7,1
10.11512197534126,6,33.25565092986057,6.520343780672908,6,1,7,1
7.57290317834733,2,0.012048739971895487,8.802208130928163,5,10,6,1
7.645062470786605,1,49.18008881069615,11.066678001395687,5,2,7,1
8.545425181047763,5,2.476988876584127,4.946750106038872,6,4,6,0
7.35818373853977,9,6.376852654786614,5.558199498157786,10,9,6,1
6.611436781268945,8,14.644363008008561,6.148008023885731,7,6,6,1
6.705475226372533,4,19.899423723483956,6.1934728654760285,9,8,6,0
6.892598110878904,5,13.15492169500648,6.752709777223782,7,2,3,1
6.944166645235238,5,11.601309931885353,5.019642983725999,2,10,3,1
8.091444315455469,6,99.65718179320339,3.467617960774348,6,5,3,0
7.077918828710949,3,30.78146719587202,9.507650489699497,9,1,4,1
8.098960115823369,5,0.7113561877305005,7.224165001607565,7,4,5,0
6.878925129837127,2,16.87282731268868,5.162928533321025,2,10,7,0
7.117952785474136,10,62.38533426160943,6.874226015841465,3,1,1,2
4.002698973201839,1,10.76272130997322,9.66590105190751,8,9,9,1
8.374491512053723,1,2.9799068590639535,4.423956762448689,9,2,3,1
7.519732713846989,10,42.61226350227582,6.42228042615392,4,7,4,1
8.497015164789477,7,27.94318430211609,3.220270518196941,9,3,6,1
3.0,2,25.340912907046665,5.763316752252356,2,2,6,1
10.132562057171091,4,1.6519559600910545,7.233190772229114,5,4,13,0
6.790615557767239,5,4.542099062685814,3.770553488089983,2,7,8,1
8.662274225106275,7,29.22946709251346,5.625597261783048,1,7,5,0
5.440141109311703,2,6.989144684983386,7.599854599059833,5,9,6,1
7.919160857593854,6,21.03961956164782,7.1784002644651785,2,3,2,1
5.419876655239516,1,23.61593589386043,3.6847366381422777,7,7,3,1
6.064346558956292,7,10.001612011027273,6.747549749804479,8,6,6,0
9.87104703080018,9,88.94163707581633,7.117437674374756,2,10,4,1
6.71397639885498,5,55.44305860718039,6.215971033372061,7,7,5,0
7.326149309769584,5,38.444358639106646,8.178678618633384,4,7,4,0
8.305101596033131,4,2.436102088898969,4.8211053627206155,1,10,6,1
7.743522831958907,3,3.365848495622641,6.8249689255830255,3,5,6,1
7.225628357715364,9,20.364392936340522,3.6695994258935287,1,9,6,1
7.547441503699338,5,5.256089195044927,2.798748313633242,5,7,4,1
10.605123377857414,8,114.86558223529853,7.562157962430547,8,7,7,0
6.913571804449622,9,5.177799324911868,6.041124940859655,1,3,9,2
7.301648570072452,5,20.0517542960583,5.073164857767807,9,1,8,1
8.575981594011418,10,13.582412241147448,3.8696879718092805,3,5,7,1
8.658288899436975,9,30.5984494049354,7.654204763526681,5,8,3,1
8.78054545834057,2,4.144653127623173,2.9839712547343433,9,5,5,0
7.958095333043777,9,16.880226276466953,7.985754936377375,5,10,5,0
5.285492630904274,4,9.635305667055587,6.901994740865228,9,3,5,2
9.450147298451643,6,65.61121005819885,3.084417223970301,10,9,8,0
5.280481910471968,6,1.2429689257268015,6.251922829757278,8,2,6,1
7.453953197858549,6,73.50732954161391,11.307449750732701,7,3,2,1
5.868586224970963,2,53.691791060888754,8.378836568926953,1,4,3,1
6.9037924801105115,7,10.59631640441655,4.343945641624682,4,10,7,0
7.493143615455221,6,46.71826816390898,7.4334113644774185,9,1,7,1
7.482035823175409,1,0.9513325166344697,3.168173740926243,10,4,3,0
7.632881131352927,2,102.21545283590955,3.257371647787754,8,4,2,0
9.420566903587972,7,22.4341169638359,5.865388660064569,4,9,7,0
7.68030145227097,1,10.841194299216223,7.103304537158149,1,8,3,0
6.633765047064027,1,13.509946200886741,7.622660637842836,10,2,9,1
8.446130752432536,1,2.0613879671525406,7.650367449106737,4,7,5,0
8.784205733386962,8,136.26449274036713,6.989500225070401,3,6,8,1
5.158588277294511,4,1.2025412774146744,2.7720177458077995,6,7,10,1
7.896100104774787,4,31.918250697412365,5.878136729705432,5,4,6,0
8.051759113466348,2,17.541481617858377,7.937363783262443,5,5,5,0
6.553654744960012,1,89.22864640597396,6.886581853214851,2,6,3,1
9.063560219967428,10,8.470876996606327,6.364212064114653,3,9,5,1
6.77491661945121,9,22.78417564532251,6.658451733820627,6,2,9,1
7.188364680207314,7,19.7540380388052,6.62503975955444,2,9,4,0
6.740392263574195,4,36.40720673771084,2.070205434046312,4,10,11,0
7.023368571372202,6,2.113003285395945,8.309782285270787,2,1,6,2
